purity,precision,recall,f1_score,adjusted_rand_index,silhouette_score,fp_rate,fn_rate,model_name,silhouette_clusters,dendogram_clusters,k_means_reduction
0.5265791119449656,0.057619271820251464,nan,nan,0.06399422493557445,0.14762294849971422,0.20337982499595292,0.7379150037279066,Hierarchical Clustering,10,2,15
