purity,precision,recall,f1_score,adjusted_rand_index,silhouette_score,fp_rate,fn_rate,model_name,silhouette_clusters,dendogram_clusters,k_means_reduction
0.8358582348853371,0.03433183247120396,nan,nan,0.4959733642665915,0.3873674607931716,0.11030333540189295,0.4006350771194793,Hierarchical Clustering,5,3,10
