purity,precision,recall,f1_score,adjusted_rand_index,silhouette_score,fp_rate,fn_rate,model_name,silhouette_clusters,dendogram_clusters,k_means_reduction
0.8666666666666667,0.09523809523809523,0.13333333333333333,nan,0.6844056129203071,0.5061699308882576,0.13333333333333333,0.16326530612244897,Hierarchical Clustering,3,3,14
